"","Region","week","PosCasesPerWeek","diedthisweek","recoveredthisweek","CumulatedCases"
"628","Nouvelle-Aquitaine",2020-08-23,3097,3,29,11861
"629","Nouvelle-Aquitaine",2020-08-30,4523,5,52,16384
"630","Nouvelle-Aquitaine",2020-09-06,4642,6,60,21026
"631","Nouvelle-Aquitaine",2020-09-13,5040,13,99,26066
"632","Nouvelle-Aquitaine",2020-09-20,4332,27,140,30398
"633","Nouvelle-Aquitaine",2020-09-27,4082,28,121,34480
"634","Nouvelle-Aquitaine",2020-10-04,5386,21,146,39866
"635","Nouvelle-Aquitaine",2020-10-11,7492,46,175,47358
"636","Nouvelle-Aquitaine",2020-10-18,13297,33,213,60655
"637","Nouvelle-Aquitaine",2020-10-25,18296,70,351,78951
"638","Nouvelle-Aquitaine",2020-11-01,17639,101,475,96590
"639","Nouvelle-Aquitaine",2020-11-08,11462,148,526,108052
"640","Nouvelle-Aquitaine",2020-11-15,7635,136,628,115687
"641","Nouvelle-Aquitaine",2020-11-22,5643,149,608,121330
"642","Nouvelle-Aquitaine",2020-11-29,5746,127,537,127076
"643","Nouvelle-Aquitaine",2020-12-06,5708,122,426,132784
"644","Nouvelle-Aquitaine",2020-12-13,5657,100,376,138441
"645","Nouvelle-Aquitaine",2020-12-20,81,27,54,138522
"646","Occitanie",2020-03-01,37,0,1,37
"647","Occitanie",2020-03-08,181,0,2,218
"648","Occitanie",2020-03-15,680,27,89,898
"649","Occitanie",2020-03-22,2070,41,222,2968
"650","Occitanie",2020-03-29,1587,80,395,4555
"651","Occitanie",2020-04-05,1070,85,562,5625
"652","Occitanie",2020-04-12,733,59,405,6358
"653","Occitanie",2020-04-19,608,69,330,6966
"654","Occitanie",2020-04-26,296,48,136,7262
"655","Occitanie",2020-05-03,383,43,193,7645
"656","Occitanie",2020-05-10,506,17,157,8151
"657","Occitanie",2020-05-17,427,13,106,8578
"658","Occitanie",2020-05-24,252,10,90,8830
"659","Occitanie",2020-05-31,176,10,68,9006
"660","Occitanie",2020-06-07,249,4,43,9255
"661","Occitanie",2020-06-14,149,2,45,9404
"662","Occitanie",2020-06-21,146,3,20,9550
"663","Occitanie",2020-06-28,164,1,33,9714
"664","Occitanie",2020-07-05,138,1,18,9852
"665","Occitanie",2020-07-12,158,0,11,10010
"666","Occitanie",2020-07-19,401,0,18,10411
"667","Occitanie",2020-07-26,534,1,13,10945
"668","Occitanie",2020-08-02,858,1,22,11803
"669","Occitanie",2020-08-09,1524,1,29,13327
"670","Occitanie",2020-08-16,2649,4,31,15976
"671","Occitanie",2020-08-23,3197,5,68,19173
"672","Occitanie",2020-08-30,4311,9,62,23484
"673","Occitanie",2020-09-06,5787,10,141,29271
"674","Occitanie",2020-09-13,7623,17,143,36894
"675","Occitanie",2020-09-20,7253,21,173,44147
"676","Occitanie",2020-09-27,7506,24,197,51653
"677","Occitanie",2020-10-04,11351,25,223,63004
"678","Occitanie",2020-10-11,15092,65,310,78096
"679","Occitanie",2020-10-18,22721,93,358,100817
"680","Occitanie",2020-10-25,26354,156,547,127171
"681","Occitanie",2020-11-01,23224,181,783,150395
"682","Occitanie",2020-11-08,13950,182,801,164345
"683","Occitanie",2020-11-15,8379,192,857,172724
"684","Occitanie",2020-11-22,5771,148,647,178495
"685","Occitanie",2020-11-29,5345,132,487,183840
"686","Occitanie",2020-12-06,5126,104,386,188966
"687","Occitanie",2020-12-13,6125,84,400,195091
"688","Occitanie",2020-12-20,73,28,45,195164
"689","Pays de la Loire",2020-03-01,18,0,0,18
"690","Pays de la Loire",2020-03-08,68,0,4,86
"691","Pays de la Loire",2020-03-15,223,3,58,309
"692","Pays de la Loire",2020-03-22,566,39,101,875
"693","Pays de la Loire",2020-03-29,735,76,254,1610
"694","Pays de la Loire",2020-04-05,961,76,271,2571
"695","Pays de la Loire",2020-04-12,312,57,251,2883
"696","Pays de la Loire",2020-04-19,236,56,174,3119
"697","Pays de la Loire",2020-04-26,218,41,173,3337
"698","Pays de la Loire",2020-05-03,154,34,117,3491
"699","Pays de la Loire",2020-05-10,263,25,135,3754
"700","Pays de la Loire",2020-05-17,341,18,97,4095
"701","Pays de la Loire",2020-05-24,342,12,101,4437
"702","Pays de la Loire",2020-05-31,294,13,110,4731
"703","Pays de la Loire",2020-06-07,228,10,84,4959
"704","Pays de la Loire",2020-06-14,185,4,73,5144
"705","Pays de la Loire",2020-06-21,141,3,51,5285
"706","Pays de la Loire",2020-06-28,255,2,42,5540
"707","Pays de la Loire",2020-07-05,284,1,21,5824
"708","Pays de la Loire",2020-07-12,431,1,23,6255
"709","Pays de la Loire",2020-07-19,772,4,62,7027
"710","Pays de la Loire",2020-07-26,504,1,25,7531
"711","Pays de la Loire",2020-08-02,600,2,54,8131
"712","Pays de la Loire",2020-08-09,805,5,45,8936
"713","Pays de la Loire",2020-08-16,1106,5,39,10042
"714","Pays de la Loire",2020-08-23,1085,4,45,11127
"715","Pays de la Loire",2020-08-30,1786,4,44,12913
"716","Pays de la Loire",2020-09-06,2038,5,31,14951
"717","Pays de la Loire",2020-09-13,2255,5,61,17206
"718","Pays de la Loire",2020-09-20,2439,4,63,19645
"719","Pays de la Loire",2020-09-27,2668,6,90,22313
"720","Pays de la Loire",2020-10-04,4000,14,97,26313
"721","Pays de la Loire",2020-10-11,5928,17,114,32241
"722","Pays de la Loire",2020-10-18,10075,19,146,42316
"723","Pays de la Loire",2020-10-25,13919,42,249,56235
"724","Pays de la Loire",2020-11-01,13020,87,326,69255
"725","Pays de la Loire",2020-11-08,8162,103,416,77417
"726","Pays de la Loire",2020-11-15,4959,81,425,82376
"727","Pays de la Loire",2020-11-22,3288,96,407,85664
"728","Pays de la Loire",2020-11-29,3223,70,278,88887
"729","Pays de la Loire",2020-12-06,3513,84,264,92400
"730","Pays de la Loire",2020-12-13,3839,71,288,96239
"731","Pays de la Loire",2020-12-20,53,20,33,96292
"732","Provence-Alpes-Côte d'Azur",2020-03-01,38,0,0,38
"733","Provence-Alpes-Côte d'Azur",2020-03-08,244,0,0,282
"734","Provence-Alpes-Côte d'Azur",2020-03-15,1215,13,310,1497
"735","Provence-Alpes-Côte d'Azur",2020-03-22,2376,42,381,3873
"736","Provence-Alpes-Côte d'Azur",2020-03-29,1636,123,581,5509
"737","Provence-Alpes-Côte d'Azur",2020-04-05,1851,139,781,7360
"738","Provence-Alpes-Côte d'Azur",2020-04-12,1262,146,629,8622
"739","Provence-Alpes-Côte d'Azur",2020-04-19,1092,162,684,9714
"740","Provence-Alpes-Côte d'Azur",2020-04-26,736,83,524,10450
"741","Provence-Alpes-Côte d'Azur",2020-05-03,546,65,342,10996
"742","Provence-Alpes-Côte d'Azur",2020-05-10,707,63,305,11703
"743","Provence-Alpes-Côte d'Azur",2020-05-17,573,40,175,12276
"744","Provence-Alpes-Côte d'Azur",2020-05-24,422,22,177,12698
"745","Provence-Alpes-Côte d'Azur",2020-05-31,467,15,154,13165
"746","Provence-Alpes-Côte d'Azur",2020-06-07,346,10,104,13511
"747","Provence-Alpes-Côte d'Azur",2020-06-14,240,12,85,13751
"748","Provence-Alpes-Côte d'Azur",2020-06-21,199,8,103,13950
"749","Provence-Alpes-Côte d'Azur",2020-06-28,304,9,151,14254
"750","Provence-Alpes-Côte d'Azur",2020-07-05,276,0,32,14530
"751","Provence-Alpes-Côte d'Azur",2020-07-12,295,5,62,14825
"752","Provence-Alpes-Côte d'Azur",2020-07-19,540,4,111,15365
"753","Provence-Alpes-Côte d'Azur",2020-07-26,912,5,53,16277
"754","Provence-Alpes-Côte d'Azur",2020-08-02,1742,1,59,18019
"755","Provence-Alpes-Côte d'Azur",2020-08-09,3098,5,156,21117
"756","Provence-Alpes-Côte d'Azur",2020-08-16,5199,12,165,26316
"757","Provence-Alpes-Côte d'Azur",2020-08-23,6816,4,267,33132
"758","Provence-Alpes-Côte d'Azur",2020-08-30,7543,17,228,40675
"759","Provence-Alpes-Côte d'Azur",2020-09-06,8296,38,350,48971
"760","Provence-Alpes-Côte d'Azur",2020-09-13,7934,32,413,56905
"761","Provence-Alpes-Côte d'Azur",2020-09-20,6718,41,490,63623
"762","Provence-Alpes-Côte d'Azur",2020-09-27,6630,46,435,70253
"763","Provence-Alpes-Côte d'Azur",2020-10-04,8924,50,431,79177
"764","Provence-Alpes-Côte d'Azur",2020-10-11,13133,59,450,92310
"765","Provence-Alpes-Côte d'Azur",2020-10-18,22559,125,619,114869
"766","Provence-Alpes-Côte d'Azur",2020-10-25,28473,193,948,143342
"767","Provence-Alpes-Côte d'Azur",2020-11-01,26131,285,1120,169473
"768","Provence-Alpes-Côte d'Azur",2020-11-08,15856,325,1263,185329
"769","Provence-Alpes-Côte d'Azur",2020-11-15,11453,295,1352,196782
"770","Provence-Alpes-Côte d'Azur",2020-11-22,8147,239,985,204929
"771","Provence-Alpes-Côte d'Azur",2020-11-29,7554,184,926,212483
"772","Provence-Alpes-Côte d'Azur",2020-12-06,7648,162,700,220131
"773","Provence-Alpes-Côte d'Azur",2020-12-13,10195,183,703,230326
"774","Provence-Alpes-Côte d'Azur",2020-12-20,133,48,85,230459
